INSERT INTO AssistenciaAceita (id_assistenciaaceita, id_produto, id_prestador, codigo, dataassis, nome_segurado, servico, enderecoretirada, enderecoentrega, veiculo, valorsaida, valorhoraparada, valorhoratrabalhada, valortotalassist)
67,3,3,9941,2024-03-08,João Silva,Carga de Bateria,Rua das Flores,Rua das Flores,Honda Civic,80.00,,,80.00,Cancelado pelo Cliente
68,2,8,5746,2024-03-13,João Silva,Remoção,Avenida Paulista,Rua dos Pinheiros,Ford Ka,180.00,40.0,,220.00,Cancelado pela Seguradora
69,3,9,6312,2024-03-05,Maria Oliveira,Remoção,Avenida Paulista,Rua dos Pinheiros,Chevrolet Onix,180.00,,,180.00,Cancelado pelo Prestador
70,3,13,7954,2024-03-02,Fernanda Lima,Remoção,Praça da Sé,Praça da Sé,Toyota Corolla,180.00,40.0,,220.00,Cancelado pela Seguradora
71,1,14,2040,2024-03-11,Carlos Souza,Carga de Bateria,Praça da Sé,Praça da Sé,Chevrolet Onix,80.00,40.0,40.0,160.00,Tempo expirado
72,1,3,7573,2024-04-17,Paulo Almeida,Carga de Bateria,Rua dos Pinheiros,Rua das Flores,Chevrolet Onix,80.00,40.0,40.0,160.00,Tempo expirado
73,1,2,6274,2024-04-12,Fernanda Lima,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Ford Ka,80.00,,40.0,120.00,Tempo expirado
74,1,13,4112,2024-04-27,Carlos Souza,Carga de Bateria,Praça da Sé,Rua XV de Novembro,Ford Ka,80.00,,,80.00,Cancelado pela Seguradora
75,2,5,5765,2024-04-25,Paulo Almeida,Remoção,Praça da Sé,Rua dos Pinheiros,Toyota Corolla,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
76,1,11,3091,2024-04-04,Paulo Almeida,Remoção,Praça da Sé,Rua dos Pinheiros,Fiat Uno,180.00,,,180.00,Tempo expirado
77,1,6,6493,2024-04-23,Carlos Souza,Remoção,Rua das Flores,Praça da Sé,Fiat Uno,180.00,,40.0,220.00,Tempo expirado
78,1,9,6712,2024-04-27,Paulo Almeida,Carga de Bateria,Avenida Paulista,Rua XV de Novembro,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
79,3,1,3953,2024-04-09,Carlos Souza,Remoção,Rua dos Pinheiros,Rua XV de Novembro,Honda Civic,180.00,40.0,,220.00,Cancelado pela Seguradora
80,3,2,8828,2024-04-25,Carlos Souza,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Fiat Uno,80.00,,,80.00,Cancelado pelo Cliente
81,2,12,3112,2024-04-06,Fernanda Lima,Troca de Pneus,Praça da Sé,Rua XV de Novembro,Honda Civic,80.00,40.0,,120.00,Cancelado pela Seguradora
82,1,7,3362,2024-04-14,Carlos Souza,Remoção,Rua XV de Novembro,Avenida Paulista,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pelo Prestador
83,1,9,6872,2024-04-27,João Silva,Remoção,Rua XV de Novembro,Rua XV de Novembro,Fiat Uno,180.00,,40.0,220.00,Cancelado pelo Cliente
84,2,4,6779,2024-04-28,Maria Oliveira,Troca de Pneus,Praça da Sé,Praça da Sé,Fiat Uno,80.00,40.0,,120.00,Cancelado pela Seguradora
85,3,16,9113,2024-04-26,Fernanda Lima,Remoção,Rua das Flores,Avenida Paulista,Ford Ka,180.00,40.0,,220.00,Tempo expirado
86,2,20,6824,2024-04-13,João Silva,Troca de Pneus,Rua XV de Novembro,Rua dos Pinheiros,Ford Ka,80.00,,,80.00,Cancelado pela Seguradora
87,1,14,4494,2024-04-03,Fernanda Lima,Carga de Bateria,Rua dos Pinheiros,Rua das Flores,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pelo Cliente
88,3,9,3501,2024-04-21,Carlos Souza,Carga de Bateria,Rua XV de Novembro,Rua dos Pinheiros,Chevrolet Onix,80.00,,40.0,120.00,Tempo expirado
89,1,19,4105,2024-04-10,Paulo Almeida,Remoção,Avenida Paulista,Rua das Flores,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pelo Cliente
90,2,11,6310,2024-04-25,Carlos Souza,Troca de Pneus,Rua das Flores,Avenida Paulista,Toyota Corolla,80.00,,,80.00,Cancelado pelo Cliente
91,2,5,1527,2024-04-12,João Silva,Remoção,Rua dos Pinheiros,Avenida Paulista,Ford Ka,180.00,,40.0,220.00,Cancelado pelo Cliente
92,2,12,5885,2024-04-13,Carlos Souza,Remoção,Rua XV de Novembro,Rua XV de Novembro,Honda Civic,180.00,40.0,,220.00,Cancelado pelo Cliente
93,1,5,8952,2024-05-09,João Silva,Remoção,Avenida Paulista,Avenida Paulista,Chevrolet Onix,180.00,,,180.00,Tempo expirado
94,3,5,5275,2024-05-04,Carlos Souza,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Chevrolet Onix,80.00,,,80.00,Cancelado pela Seguradora
95,3,3,6075,2024-05-10,Maria Oliveira,Troca de Pneus,Avenida Paulista,Rua das Flores,Fiat Uno,80.00,,40.0,120.00,Cancelado pela Seguradora
96,1,17,1543,2024-05-15,Fernanda Lima,Remoção,Avenida Paulista,Rua XV de Novembro,Fiat Uno,180.00,40.0,,220.00,Cancelado pelo Prestador
97,1,3,3714,2024-05-20,Maria Oliveira,Remoção,Avenida Paulista,Rua XV de Novembro,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pelo Prestador
98,1,15,4331,2024-05-07,Maria Oliveira,Carga de Bateria,Rua das Flores,Praça da Sé,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Cliente
99,1,17,7566,2024-05-17,Paulo Almeida,Remoção,Avenida Paulista,Avenida Paulista,Fiat Uno,180.00,40.0,40.0,260.00,Cancelado pelo Cliente
100,3,17,5287,2024-05-17,João Silva,Carga de Bateria,Rua das Flores,Rua das Flores,Ford Ka,80.00,,40.0,120.00,Cancelado pelo Cliente
101,1,7,6365,2024-05-01,Carlos Souza,Remoção,Avenida Paulista,Rua das Flores,Honda Civic,180.00,,40.0,220.00,Tempo expirado
102,1,16,7469,2024-05-03,Fernanda Lima,Troca de Pneus,Rua das Flores,Avenida Paulista,Honda Civic,80.00,40.0,,120.00,Cancelado pela Seguradora
103,1,16,2013,2024-05-28,Maria Oliveira,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Ford Ka,80.00,,40.0,120.00,Cancelado pelo Prestador
104,1,1,1296,2024-05-19,Carlos Souza,Remoção,Rua XV de Novembro,Avenida Paulista,Honda Civic,180.00,,,180.00,Cancelado pelo Prestador
105,3,16,7577,2024-05-25,João Silva,Carga de Bateria,Rua dos Pinheiros,Rua das Flores,Fiat Uno,80.00,,40.0,120.00,Cancelado pela Seguradora
106,2,12,3881,2024-05-08,Carlos Souza,Troca de Pneus,Praça da Sé,Rua XV de Novembro,Honda Civic,80.00,,,80.00,Cancelado pelo Cliente
107,1,4,1646,2024-05-10,Carlos Souza,Remoção,Rua dos Pinheiros,Rua dos Pinheiros,Ford Ka,180.00,,40.0,220.00,Cancelado pela Seguradora
108,3,17,1447,2024-05-13,Paulo Almeida,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Ford Ka,80.00,,,80.00,Cancelado pela Seguradora
109,3,16,7946,2024-05-17,Fernanda Lima,Troca de Pneus,Praça da Sé,Avenida Paulista,Ford Ka,80.00,,,80.00,Cancelado pela Seguradora
110,2,14,5859,2024-05-01,João Silva,Troca de Pneus,Rua XV de Novembro,Praça da Sé,Honda Civic,80.00,,,80.00,Cancelado pelo Cliente
111,3,7,5319,2024-05-14,Paulo Almeida,Carga de Bateria,Rua dos Pinheiros,Rua das Flores,Fiat Uno,80.00,,40.0,120.00,Cancelado pela Seguradora
112,3,3,8649,2024-05-10,Fernanda Lima,Carga de Bateria,Avenida Paulista,Rua XV de Novembro,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
113,1,5,2455,2024-05-02,Paulo Almeida,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Honda Civic,180.00,,,180.00,Tempo expirado
114,2,16,3432,2024-05-10,Carlos Souza,Carga de Bateria,Avenida Paulista,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Cancelado pelo Cliente
115,3,8,6332,2024-05-12,Paulo Almeida,Troca de Pneus,Avenida Paulista,Rua XV de Novembro,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Prestador
116,3,16,7006,2024-05-20,João Silva,Troca de Pneus,Rua XV de Novembro,Avenida Paulista,Fiat Uno,80.00,,40.0,120.00,Cancelado pelo Cliente
117,2,3,6443,2024-05-20,Paulo Almeida,Troca de Pneus,Avenida Paulista,Rua dos Pinheiros,Honda Civic,80.00,40.0,,120.00,Cancelado pela Seguradora
118,3,7,1731,2024-05-07,Fernanda Lima,Troca de Pneus,Rua XV de Novembro,Praça da Sé,Toyota Corolla,80.00,,,80.00,Cancelado pela Seguradora
119,1,11,1534,2024-05-02,Fernanda Lima,Troca de Pneus,Praça da Sé,Rua XV de Novembro,Honda Civic,80.00,40.0,,120.00,Cancelado pela Seguradora
120,3,5,8642,2024-05-26,Carlos Souza,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Fiat Uno,180.00,,,180.00,Cancelado pela Seguradora
121,2,20,5734,2024-05-24,Paulo Almeida,Carga de Bateria,Praça da Sé,Rua dos Pinheiros,Honda Civic,80.00,,40.0,120.00,Cancelado pelo Cliente
122,1,13,7635,2024-05-12,Carlos Souza,Remoção,Rua XV de Novembro,Avenida Paulista,Ford Ka,180.00,,,180.00,Tempo expirado
123,2,19,9509,2024-05-25,Fernanda Lima,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Toyota Corolla,80.00,,40.0,120.00,Cancelado pelo Cliente
124,1,17,6883,2024-05-01,Maria Oliveira,Troca de Pneus,Rua XV de Novembro,Rua dos Pinheiros,Honda Civic,80.00,40.0,,120.00,Tempo expirado
125,1,13,3266,2024-05-11,Fernanda Lima,Carga de Bateria,Praça da Sé,Rua XV de Novembro,Fiat Uno,80.00,,40.0,120.00,Cancelado pelo Prestador
126,1,14,6114,2024-05-18,João Silva,Troca de Pneus,Praça da Sé,Rua dos Pinheiros,Ford Ka,80.00,40.0,,120.00,Cancelado pela Seguradora
127,2,13,2510,2024-05-01,Maria Oliveira,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Chevrolet Onix,80.00,,,80.00,Cancelado pelo Prestador
128,1,14,8648,2024-06-25,Maria Oliveira,Troca de Pneus,Rua das Flores,Rua dos Pinheiros,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pela Seguradora
129,1,18,1871,2024-06-06,João Silva,Remoção,Praça da Sé,Rua dos Pinheiros,Honda Civic,180.00,40.0,,220.00,Cancelado pela Seguradora
130,1,18,4954,2024-06-07,Fernanda Lima,Troca de Pneus,Praça da Sé,Rua das Flores,Chevrolet Onix,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
131,1,6,4020,2024-06-12,Carlos Souza,Carga de Bateria,Praça da Sé,Rua das Flores,Fiat Uno,80.00,,,80.00,Tempo expirado
132,3,14,9876,2024-06-07,Carlos Souza,Remoção,Praça da Sé,Praça da Sé,Toyota Corolla,180.00,,,180.00,Tempo expirado
133,2,16,9859,2024-06-26,Fernanda Lima,Remoção,Rua XV de Novembro,Rua XV de Novembro,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pela Seguradora
134,2,6,5134,2024-06-25,Maria Oliveira,Carga de Bateria,Avenida Paulista,Praça da Sé,Honda Civic,80.00,40.0,,120.00,Cancelado pela Seguradora
135,3,14,9906,2024-06-09,Carlos Souza,Remoção,Rua XV de Novembro,Praça da Sé,Toyota Corolla,180.00,,,180.00,Tempo expirado
136,2,10,3463,2024-06-23,João Silva,Remoção,Rua das Flores,Rua dos Pinheiros,Toyota Corolla,180.00,40.0,,220.00,Cancelado pelo Cliente
137,2,12,8880,2024-06-28,Carlos Souza,Carga de Bateria,Avenida Paulista,Avenida Paulista,Ford Ka,80.00,,40.0,120.00,Cancelado pelo Prestador
138,2,10,9636,2024-06-22,João Silva,Troca de Pneus,Praça da Sé,Rua das Flores,Toyota Corolla,80.00,,,80.00,Cancelado pela Seguradora
139,3,8,3405,2024-06-14,João Silva,Troca de Pneus,Praça da Sé,Avenida Paulista,Chevrolet Onix,80.00,,40.0,120.00,Tempo expirado
140,2,10,3566,2024-06-11,Carlos Souza,Troca de Pneus,Rua XV de Novembro,Praça da Sé,Chevrolet Onix,80.00,40.0,,120.00,Cancelado pela Seguradora
141,1,18,3960,2024-06-05,Carlos Souza,Remoção,Praça da Sé,Praça da Sé,Fiat Uno,180.00,,40.0,220.00,Cancelado pelo Cliente
142,3,17,3315,2024-06-08,Fernanda Lima,Troca de Pneus,Rua das Flores,Rua dos Pinheiros,Honda Civic,80.00,40.0,,120.00,Cancelado pelo Prestador
143,3,14,2632,2024-06-12,João Silva,Carga de Bateria,Rua XV de Novembro,Avenida Paulista,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pela Seguradora
144,1,16,6316,2024-06-22,Paulo Almeida,Troca de Pneus,Rua dos Pinheiros,Praça da Sé,Honda Civic,80.00,40.0,,120.00,Cancelado pelo Prestador
145,1,8,7667,2024-06-07,João Silva,Remoção,Rua dos Pinheiros,Praça da Sé,Toyota Corolla,180.00,,40.0,220.00,Tempo expirado
146,1,4,5981,2024-06-02,Paulo Almeida,Remoção,Rua dos Pinheiros,Avenida Paulista,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
147,3,11,5948,2024-06-19,Paulo Almeida,Remoção,Rua das Flores,Rua das Flores,Ford Ka,180.00,40.0,,220.00,Cancelado pela Seguradora
148,2,3,2564,2024-06-09,Paulo Almeida,Carga de Bateria,Praça da Sé,Rua das Flores,Honda Civic,80.00,40.0,40.0,160.00,Tempo expirado
149,2,10,6445,2024-06-09,João Silva,Remoção,Avenida Paulista,Rua das Flores,Chevrolet Onix,180.00,,40.0,220.00,Cancelado pelo Cliente
150,3,18,1299,2024-06-12,Paulo Almeida,Remoção,Praça da Sé,Rua XV de Novembro,Toyota Corolla,180.00,40.0,40.0,260.00,Cancelado pela Seguradora
151,2,2,8088,2024-06-01,Carlos Souza,Troca de Pneus,Rua dos Pinheiros,Praça da Sé,Honda Civic,80.00,40.0,,120.00,Cancelado pelo Prestador
152,2,11,1308,2024-06-10,Maria Oliveira,Troca de Pneus,Rua XV de Novembro,Rua XV de Novembro,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
153,3,1,8187,2024-06-07,Maria Oliveira,Troca de Pneus,Praça da Sé,Rua dos Pinheiros,Fiat Uno,80.00,,,80.00,Cancelado pelo Prestador
154,2,4,5570,2024-06-25,Fernanda Lima,Troca de Pneus,Praça da Sé,Rua dos Pinheiros,Honda Civic,80.00,,,80.00,Cancelado pelo Prestador
155,3,8,1018,2024-06-10,João Silva,Carga de Bateria,Praça da Sé,Avenida Paulista,Fiat Uno,80.00,,,80.00,Cancelado pela Seguradora
156,1,3,3904,2024-06-18,João Silva,Carga de Bateria,Rua XV de Novembro,Rua das Flores,Toyota Corolla,80.00,,40.0,120.00,Cancelado pelo Cliente
157,3,20,6054,2024-06-25,Paulo Almeida,Remoção,Rua das Flores,Rua dos Pinheiros,Chevrolet Onix,180.00,40.0,,220.00,Cancelado pela Seguradora
158,3,19,5568,2024-07-21,Maria Oliveira,Troca de Pneus,Rua XV de Novembro,Rua dos Pinheiros,Honda Civic,80.00,,40.0,120.00,Cancelado pelo Prestador
159,2,10,2135,2024-07-09,Maria Oliveira,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Ford Ka,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
160,1,8,9660,2024-07-18,Fernanda Lima,Remoção,Rua XV de Novembro,Avenida Paulista,Fiat Uno,180.00,,,180.00,Cancelado pelo Cliente
161,2,18,5093,2024-07-17,Carlos Souza,Carga de Bateria,Avenida Paulista,Rua das Flores,Fiat Uno,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
162,3,16,4901,2024-07-24,Paulo Almeida,Remoção,Avenida Paulista,Avenida Paulista,Honda Civic,180.00,40.0,,220.00,Cancelado pelo Cliente
163,1,4,7943,2024-07-02,Paulo Almeida,Troca de Pneus,Rua dos Pinheiros,Praça da Sé,Toyota Corolla,80.00,,,80.00,Cancelado pelo Prestador
164,3,4,5815,2024-07-27,Fernanda Lima,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Fiat Uno,80.00,,40.0,120.00,Tempo expirado
165,3,11,3188,2024-07-23,Paulo Almeida,Carga de Bateria,Avenida Paulista,Avenida Paulista,Ford Ka,80.00,,,80.00,Cancelado pelo Prestador
166,2,5,5296,2024-07-07,Paulo Almeida,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Toyota Corolla,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
167,3,19,4303,2024-07-23,Carlos Souza,Carga de Bateria,Rua XV de Novembro,Praça da Sé,Ford Ka,80.00,,40.0,120.00,Cancelado pela Seguradora
168,1,1,5962,2024-07-12,João Silva,Remoção,Rua das Flores,Rua dos Pinheiros,Honda Civic,180.00,40.0,40.0,260.00,Cancelado pela Seguradora
169,2,6,9144,2024-07-17,Fernanda Lima,Troca de Pneus,Praça da Sé,Rua XV de Novembro,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pelo Cliente
170,3,4,1928,2024-07-07,Paulo Almeida,Carga de Bateria,Praça da Sé,Praça da Sé,Fiat Uno,80.00,,,80.00,Cancelado pelo Cliente
171,2,2,3413,2024-08-02,Maria Oliveira,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Toyota Corolla,180.00,40.0,,220.00,Cancelado pela Seguradora
172,2,13,8219,2024-08-12,João Silva,Remoção,Rua dos Pinheiros,Rua das Flores,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
173,2,2,1610,2024-08-15,Fernanda Lima,Troca de Pneus,Avenida Paulista,Rua XV de Novembro,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
174,3,7,8212,2024-08-16,Carlos Souza,Remoção,Avenida Paulista,Rua das Flores,Honda Civic,180.00,40.0,,220.00,Tempo expirado
175,1,6,2143,2024-08-10,João Silva,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Honda Civic,80.00,,40.0,120.00,Cancelado pela Seguradora
176,3,20,7645,2024-08-13,Fernanda Lima,Troca de Pneus,Rua das Flores,Avenida Paulista,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Prestador
177,3,16,7221,2024-08-08,João Silva,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Honda Civic,80.00,40.0,,120.00,Cancelado pelo Prestador
178,3,13,7040,2024-08-02,Maria Oliveira,Remoção,Rua XV de Novembro,Rua XV de Novembro,Toyota Corolla,180.00,40.0,,220.00,Cancelado pelo Prestador
179,2,7,7353,2024-08-04,Fernanda Lima,Carga de Bateria,Rua XV de Novembro,Rua das Flores,Honda Civic,80.00,,40.0,120.00,Cancelado pelo Prestador
180,2,17,8673,2024-08-25,Maria Oliveira,Carga de Bateria,Praça da Sé,Rua das Flores,Toyota Corolla,80.00,,,80.00,Tempo expirado
181,3,20,1122,2024-08-15,Carlos Souza,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Honda Civic,80.00,,,80.00,Cancelado pelo Prestador
182,3,10,1950,2024-08-14,Carlos Souza,Carga de Bateria,Praça da Sé,Rua dos Pinheiros,Ford Ka,80.00,40.0,40.0,160.00,Tempo expirado
183,1,1,6007,2024-08-22,Paulo Almeida,Remoção,Rua XV de Novembro,Praça da Sé,Honda Civic,180.00,,,180.00,Cancelado pela Seguradora
184,1,18,3429,2024-08-03,Paulo Almeida,Remoção,Rua das Flores,Rua das Flores,Honda Civic,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
185,2,10,1865,2024-08-26,Fernanda Lima,Carga de Bateria,Rua das Flores,Avenida Paulista,Fiat Uno,80.00,,40.0,120.00,Tempo expirado
186,3,17,9117,2024-08-03,Paulo Almeida,Troca de Pneus,Avenida Paulista,Rua XV de Novembro,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
187,3,13,6478,2024-08-20,Carlos Souza,Remoção,Avenida Paulista,Avenida Paulista,Fiat Uno,180.00,40.0,,220.00,Tempo expirado
188,2,3,4115,2024-08-24,João Silva,Troca de Pneus,Praça da Sé,Praça da Sé,Fiat Uno,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
189,2,16,9673,2024-08-25,Fernanda Lima,Remoção,Rua XV de Novembro,Avenida Paulista,Ford Ka,180.00,40.0,40.0,260.00,Cancelado pelo Prestador
190,3,17,7145,2024-08-16,Fernanda Lima,Remoção,Praça da Sé,Praça da Sé,Ford Ka,180.00,,40.0,220.00,Cancelado pelo Cliente
191,3,7,3425,2024-08-11,Paulo Almeida,Carga de Bateria,Avenida Paulista,Rua dos Pinheiros,Chevrolet Onix,80.00,40.0,,120.00,Cancelado pela Seguradora
192,1,6,8199,2024-08-16,Carlos Souza,Troca de Pneus,Avenida Paulista,Rua dos Pinheiros,Toyota Corolla,80.00,40.0,,120.00,Cancelado pelo Cliente
193,2,18,4945,2024-08-24,Maria Oliveira,Carga de Bateria,Rua XV de Novembro,Avenida Paulista,Ford Ka,80.00,,40.0,120.00,Tempo expirado
194,1,14,6665,2024-08-16,Carlos Souza,Remoção,Praça da Sé,Praça da Sé,Toyota Corolla,180.00,,,180.00,Cancelado pelo Cliente
195,3,12,6515,2024-09-28,Maria Oliveira,Carga de Bateria,Rua dos Pinheiros,Praça da Sé,Toyota Corolla,80.00,40.0,,120.00,Cancelado pelo Cliente
196,2,10,7135,2024-09-11,Maria Oliveira,Remoção,Praça da Sé,Rua das Flores,Fiat Uno,180.00,,40.0,220.00,Cancelado pelo Prestador
197,2,10,8961,2024-09-26,Maria Oliveira,Carga de Bateria,Rua das Flores,Rua das Flores,Chevrolet Onix,80.00,,40.0,120.00,Cancelado pelo Cliente
198,3,18,3385,2024-09-10,João Silva,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Cancelado pelo Cliente
199,3,3,1745,2024-09-04,Fernanda Lima,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Toyota Corolla,180.00,,40.0,220.00,Tempo expirado
200,1,8,7036,2024-09-23,Paulo Almeida,Remoção,Praça da Sé,Rua dos Pinheiros,Fiat Uno,180.00,,,180.00,Cancelado pela Seguradora
201,2,14,6034,2024-09-21,Paulo Almeida,Remoção,Rua das Flores,Praça da Sé,Toyota Corolla,180.00,40.0,,220.00,Cancelado pela Seguradora
202,1,19,7265,2024-09-12,Paulo Almeida,Carga de Bateria,Praça da Sé,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Cancelado pela Seguradora
203,2,16,8238,2024-09-12,Paulo Almeida,Remoção,Avenida Paulista,Rua dos Pinheiros,Ford Ka,180.00,,,180.00,Cancelado pela Seguradora
204,2,15,6704,2024-09-16,Maria Oliveira,Troca de Pneus,Rua dos Pinheiros,Praça da Sé,Fiat Uno,80.00,,40.0,120.00,Tempo expirado
205,1,10,7656,2024-09-03,Carlos Souza,Remoção,Rua XV de Novembro,Rua dos Pinheiros,Ford Ka,180.00,,40.0,220.00,Cancelado pelo Cliente
206,3,19,4766,2024-09-10,Carlos Souza,Carga de Bateria,Rua das Flores,Rua dos Pinheiros,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
207,2,11,7452,2024-09-09,Fernanda Lima,Troca de Pneus,Avenida Paulista,Rua dos Pinheiros,Ford Ka,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
208,1,5,3203,2024-09-16,Maria Oliveira,Troca de Pneus,Rua dos Pinheiros,Rua das Flores,Chevrolet Onix,80.00,,,80.00,Cancelado pelo Cliente
209,1,10,8940,2024-09-17,Fernanda Lima,Carga de Bateria,Praça da Sé,Praça da Sé,Toyota Corolla,80.00,,40.0,120.00,Tempo expirado
210,3,2,2106,2024-09-12,Carlos Souza,Troca de Pneus,Praça da Sé,Avenida Paulista,Fiat Uno,80.00,40.0,,120.00,Cancelado pela Seguradora
211,3,13,3986,2024-09-28,Maria Oliveira,Troca de Pneus,Rua das Flores,Praça da Sé,Chevrolet Onix,80.00,,,80.00,Cancelado pelo Prestador
212,3,7,3805,2024-09-16,Paulo Almeida,Carga de Bateria,Rua XV de Novembro,Rua das Flores,Honda Civic,80.00,,,80.00,Cancelado pela Seguradora
213,3,18,6612,2024-09-20,Maria Oliveira,Carga de Bateria,Rua dos Pinheiros,Avenida Paulista,Fiat Uno,80.00,,40.0,120.00,Tempo expirado
214,2,4,6138,2024-09-11,Fernanda Lima,Troca de Pneus,Rua XV de Novembro,Rua das Flores,Chevrolet Onix,80.00,,,80.00,Tempo expirado
215,3,2,8611,2024-09-05,Fernanda Lima,Troca de Pneus,Praça da Sé,Rua das Flores,Honda Civic,80.00,,40.0,120.00,Tempo expirado
216,3,9,9179,2024-09-26,João Silva,Remoção,Rua XV de Novembro,Praça da Sé,Chevrolet Onix,180.00,,40.0,220.00,Cancelado pelo Prestador
217,2,17,8630,2024-09-24,Carlos Souza,Troca de Pneus,Rua dos Pinheiros,Rua XV de Novembro,Ford Ka,80.00,,,80.00,Cancelado pelo Cliente
218,3,3,5671,2024-09-14,Carlos Souza,Remoção,Rua dos Pinheiros,Praça da Sé,Chevrolet Onix,180.00,,,180.00,Cancelado pelo Cliente
219,2,9,5120,2024-09-03,Carlos Souza,Remoção,Rua das Flores,Avenida Paulista,Honda Civic,180.00,,40.0,220.00,Tempo expirado
220,3,12,9182,2024-09-12,Paulo Almeida,Carga de Bateria,Praça da Sé,Rua XV de Novembro,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Prestador
221,1,11,3629,2024-09-01,Maria Oliveira,Carga de Bateria,Rua XV de Novembro,Praça da Sé,Ford Ka,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
222,2,14,4238,2024-09-26,Maria Oliveira,Carga de Bateria,Rua dos Pinheiros,Rua dos Pinheiros,Chevrolet Onix,80.00,,,80.00,Cancelado pelo Prestador
223,3,9,3837,2024-09-28,Carlos Souza,Troca de Pneus,Rua XV de Novembro,Praça da Sé,Ford Ka,80.00,,40.0,120.00,Cancelado pelo Prestador
224,3,13,7273,2024-09-26,Maria Oliveira,Troca de Pneus,Rua dos Pinheiros,Avenida Paulista,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
225,2,9,6414,2024-09-28,Maria Oliveira,Carga de Bateria,Rua dos Pinheiros,Rua das Flores,Ford Ka,80.00,40.0,,120.00,Cancelado pelo Cliente
226,3,1,9341,2024-01-11,Paulo Lima,Carga de Bateria,Rua das Flores,Rua XV de Novembro,Fiat Uno,80.00,40.0,,120.00,Cancelado pela Seguradora
227,3,5,5151,2024-01-06,Paulo Lima,Remoção,Avenida Paulista,Praça da Sé,Honda Civic,180.00,40.0,40.0,260.00,Cancelado pela Seguradora
228,1,8,2398,2024-01-02,Carlos Miguel,Carga de Bateria,Rua XV de Novembro,Praça da Sé,Honda Civic,80.00,,40.0,120.00,Tempo expirado
229,2,19,3534,2024-01-21,Fernanda Souza,Carga de Bateria,Praça da Sé,Rua dos Pinheiros,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pela Seguradora
230,3,18,3832,2024-01-23,Fernanda Souza,Remoção,Rua dos Pinheiros,Rua dos Pinheiros,Fiat Uno,180.00,,40.0,220.00,Cancelado pelo Cliente
231,2,7,6681,2024-01-17,Fernanda Souza,Carga de Bateria,Praça da Sé,Rua XV de Novembro,Chevrolet Onix,80.00,40.0,40.0,160.00,Cancelado pelo Cliente
232,1,15,3507,2024-01-02,Paulo Lima,Carga de Bateria,Rua dos Pinheiros,Praça da Sé,Honda Civic,80.00,40.0,40.0,160.00,Cancelado pelo Prestador
